 Year,Rainfall,Humidity,Min Temperature,Max Temperature,Moisture level,Location,Min Ph,Max Ph,NP,Moderate temperature,Moderate,Moderate rainfall,Crop,Investment,Total Obtained,Profit,Yield In Quintal,Cost per quintal,Area,Per Acre,CProfit,Production,Seed cost per KG,Seeds Per hectare,Seeds Cost,Fetilizers per kg,Fetilizers per hectare,Fertilizers cost,Harvest per Acre,Others,rain
2012,1209,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Belgaum,13918,29811,814,18.16,1221,22173.36,71,55,3905,40034,11199,1209
2012,1336,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Chikkodi,14018,27620,1071,17.61,1400,24654,60,55,3300,42981,11708,1336
2012,1326,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Gokak,14040,29359,805,16.42,1593,26157.06,57,51,2907,42955,13811,1326
2012,1363,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Hukkeri,13031,27980,813,18.24,1312,23930.88,62,48,2976,41895,11178,1363
2012,1265,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Khanapur,13650,27525,812,18.48,1548,28607.04,69,47,3243,33308,12287,1265
2012,1338,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Ramdurg,12776,30443,866,16.68,1385,23101.8,57,54,3078,36168,10735,1338
2012,1304,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,2112,1533100.8,106871,7259,1056,Amachavadi,14025,29097,1022,15.68,1266,19850.88,58,51,2958,39840,13483,1304
2012,1257,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ammanapura,14099,29862,938,18.19,1406,25575.14,68,55,3740,36760,13805,1257
2012,1241,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ankanasettypura,12706,28096,913,18.16,1252,22736.32,72,49,3528,33400,11584,1241
2012,1248,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bevinathalapura,13648,29593,926,17.61,1222,21519.42,58,52,3016,35597,12935,1248
2012,1203,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bhogapura,13291,27924,827,16.42,1251,20541.42,57,52,2964,44360,12901,1203
2012,1297,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bokkepura,12807,28519,832,18.24,1291,23547.84,65,49,3185,44232,10647,1297
2012,1333,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kadahalli,13640,30758,955,18.48,1233,22785.84,61,48,2928,45090,13650,1333
2012,1287,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kagalavadi,12655,30386,846,16.68,1230,20516.4,73,54,3942,43693,13876,1287
2012,1397,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,2160,1598616,105852,7401,1080,Shiroor,12946,28748,1005,15.68,1406,22046.08,68,48,3264,44179,11015,1397
2012,1284,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kudi,13441,30201,825,18.19,1216,22119.04,63,49,3087,35215,10293,1284
2012,1284,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalthur,13757,29126,949,18.16,1536,27893.76,75,46,3450,38983,12439,1284
2012,1213,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Shiroor,13622,30778,878,17.61,1487,26186.07,58,55,3190,43115,11075,1213
2012,1270,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Heroor,12328,30443,864,16.42,1470,24137.4,60,49,2940,37061,12186,1270
2012,1209,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kanajar,13988,31004,1045,18.24,1560,28454.4,59,50,2950,43927,10401,1209
2012,1200,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Heroor,12812,30971,980,18.48,1507,27849.36,59,47,2773,46615,12638,1200
2012,1221,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalthur,12958,29535,855,16.68,1595,26604.6,62,48,2976,43400,12300,1221
2013,1247,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,2122,1560518.8,105127,7354,1061,Abbani,12487,30380,989,15.68,1483,23253.44,70,53,3710,35821,10572,1247
2013,1298,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Achatnahalli,12698,31280,761,18.19,1456,26484.64,67,54,3618,45014,12300,1298
2013,1280,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adikethota,13811,30912,902,18.16,1465,26604.4,73,48,3504,34099,10460,1280
2013,1239,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agnihalli,13702,29332,751,17.61,1296,22822.56,56,45,2520,46515,13437,1239
2013,1313,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agrahara Somarasanahalli,13369,31469,966,16.42,1403,23037.26,55,48,2640,42879,11065,1313
2013,1280,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ajjapalli,12896,30530,950,18.24,1483,27049.92,65,46,2990,34222,12770,1280
2013,1393,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alahalli,13545,30976,1043,18.48,1219,22527.12,69,50,3450,42153,11669,1393
2013,1218,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Allidinne,12619,28396,992,16.68,1268,21150.24,60,51,3060,40825,12039,1218
2013,1266,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,2112,1679040,106864,7950,1056,Chiknayakanhalli,12579,27545,1073,15.68,1293,20274.24,62,52,3224,35580,13448,1266
2013,1314,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gubbi,14081,28029,1048,18.19,1360,24738.4,71,55,3905,41439,12929,1314
2013,1265,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Koratagere,13233,30532,827,18.16,1436,26077.76,71,46,3266,33203,11810,1265
2013,1214,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kunigal,14148,28490,929,17.61,1240,21836.4,59,55,3245,39452,11578,1214
2013,1250,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Madhugiri,13013,31174,1087,16.42,1595,26189.9,59,47,2773,43538,12361,1250
2013,1247,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Pavagada,13761,27941,1038,18.24,1367,24934.08,62,54,3348,47680,12495,1247
2013,1384,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Sira,12496,31467,1046,18.48,1552,28680.96,59,54,3186,38073,12112,1384
2013,1400,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Tiptur,13553,30929,902,16.68,1490,24853.2,68,50,3400,46503,10243,1400
2013,1290,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,2162,1618689.4,105518,7487,1081,Abbalagere,12424,28736,836,15.68,1572,24648.96,60,52,3120,36377,11185,1290
2013,1341,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adagadi,13812,30582,788,18.19,1502,27321.38,56,55,3080,39383,13873,1341
2013,1275,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adina Kottige,13383,30393,969,18.16,1428,25932.48,68,50,3400,44973,10537,1275
2013,1296,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agasavalli,12741,27803,981,17.61,1240,21836.4,72,48,3456,46484,11116,1296
2013,1397,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alada Halli,13225,28452,1070,16.42,1281,21034.02,68,48,3264,39825,11773,1397
2013,1356,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Aladevara Hosuru,13784,29801,752,18.24,1592,29038.08,73,54,3942,34835,13096,1356
2013,1278,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alkuni,12916,29847,1025,18.48,1253,23155.44,71,47,3337,36355,10594,1278
2013,1252,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ambli Katte,13233,30374,1066,16.68,1499,25003.32,62,50,3100,37661,12230,1252
2013,1329,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,2152,1537819.2,106789,7146,1076,Adavigollarahalli,13840,28196,960,15.68,1336,20948.48,73,45,3285,33474,12073,1329
2013,1384,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ajjappanahalli,13643,30322,880,18.19,1236,22482.84,65,51,3315,36297,10592,1384
2013,1259,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alagavadi,12340,29920,899,18.16,1438,26114.08,57,53,3021,45375,12845,1259
2013,1319,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alaghatta,13338,30468,872,17.61,1445,25446.45,75,51,3825,46870,12676,1319
2013,1393,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Annehal,13642,29520,753,16.42,1250,20525,71,55,3905,37371,10319,1393
2013,1237,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Arasuru,13378,30751,999,18.24,1409,25700.16,64,50,3200,35753,10610,1237
2013,1353,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Attikatte,13900,28301,923,18.48,1593,29438.64,69,46,3174,38573,12537,1353
2013,1391,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Avalenahalli,12708,29817,860,16.68,1209,20166.12,59,48,2832,33407,11477,1391
2013,1224,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,2120,1640456,104161,7738,1060,Bullapura,12642,27635,804,15.68,1432,22453.76,69,52,3588,37904,12729,1224
2013,1232,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Chattobanahalli,12883,29596,1025,18.19,1560,28376.4,70,52,3640,43158,11687,1232
2013,1263,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Doddarangavvanahalli,12442,28569,1091,18.16,1370,24879.2,57,55,3135,33547,10871,1263
2013,1397,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gollarahatti,13521,28342,888,17.61,1567,27594.87,67,55,3685,46599,10899,1397
2013,1248,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gonivada,13722,28792,1027,16.42,1584,26009.28,63,54,3402,45818,12489,1248
2013,1321,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Hadadi,13444,28524,1011,18.24,1250,22800,70,51,3570,47547,11116,1321
2013,1203,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Hemmanabethur,12523,29446,807,18.48,1230,22730.4,69,46,3174,33855,13717,1203
2013,1348,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Honnamaradi,12984,29020,1085,16.68,1322,22050.96,69,51,3519,38438,10798,1348
2013,1278,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,2180,1497224,101513,6868,1090,Hemmanahalli,12854,30652,829,15.68,1592,24962.56,62,46,2852,47815,10291,1278
2013,1356,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kadanahalli,12420,30086,819,18.19,1231,22391.89,66,55,3630,43939,11798,1356
2013,1268,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalalavadi,12322,28735,967,18.16,1522,27639.52,61,47,2867,44454,12487,1268
2013,1360,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalasthavadi,13021,30577,835,17.61,1486,26168.46,66,53,3498,39633,10951,1360
2013,1295,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kallurunaganahalli,12824,28182,868,16.42,1481,24318.02,64,55,3520,44857,12369,1295
2013,1249,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kamaravalli,12319,28972,920,18.24,1485,27086.4,60,52,3120,40977,10960,1249
2013,1206,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Karakanahalli,13239,31038,858,18.48,1356,25058.88,65,50,3250,45655,11038,1206
2013,1276,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Keelanapura,12514,27782,772,16.68,1525,25437,68,49,3332,39957,13454,1276
2013,1323,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,2126,1541775.2,106507,7252,1063,Athani,13040,28174,961,15.68,1508,23645.44,64,46,2944,38418,13288,1323
2013,1246,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Bailhongal,13708,28872,767,18.19,1528,27794.32,72,50,3600,35423,13772,1246
2013,1252,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Belgaum,13781,28712,917,18.16,1288,23390.08,70,45,3150,41290,12473,1252
2013,1204,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Chikkodi,13149,28094,953,17.61,1398,24618.78,66,52,3432,38923,12568,1204
2013,1222,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Gokak,12339,29869,990,16.42,1215,19950.3,58,49,2842,45887,13078,1222
2013,1232,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Hukkeri,13804,30316,819,18.24,1268,23128.32,72,52,3744,44766,13009,1232
2013,1336,0.45,24,34,41,Belgaum,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Khanapur,13913,29666,937,18.48,1482,27387.36,63,52,3276,40371,12371,1336
2013,1308,0.45,24,34,41,Belgaum,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,, Ramdurg,12773,31048,908,16.68,1275,21267,69,55,3795,47879,11766,1308
2013,1278,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,2110,1617526,107090,7666,1055,Amachavadi,12891,29805,1082,15.68,1314,20603.52,74,54,3996,44325,12947,1278
2013,1310,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ammanapura,12456,30040,957,18.19,1416,25757.04,64,46,2944,44867,10296,1310
2013,1388,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ankanasettypura,13113,29758,812,18.16,1286,23353.76,73,53,3869,41031,13700,1388
2013,1270,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bevinathalapura,13588,29981,1092,17.61,1486,26168.46,71,45,3195,38642,12865,1270
2013,1360,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bhogapura,13211,30678,992,16.42,1369,22478.98,75,51,3825,47975,11874,1360
2013,1358,0.45,24,34,41,Chamrajnagar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Bokkepura,13918,30300,781,18.24,1204,21960.96,63,48,3024,42475,10601,1358
2013,1386,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kadahalli,14047,27797,949,18.48,1461,26999.28,59,48,2832,33159,10838,1386
2013,1317,0.45,24,34,41,Chamrajnagar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kagalavadi,13866,31383,1001,16.68,1248,20816.64,66,52,3432,44717,13305,1317
2013,1276,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,2220,1601508,103620,7214,1110,Shiroor,13145,27528,850,15.68,1496,23457.28,75,49,3675,44362,11307,1276
2013,1285,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kudi,12762,29477,1059,18.19,1397,25411.43,70,51,3570,46850,11969,1285
2013,1355,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalthur,12318,30534,822,18.16,1345,24425.2,62,52,3224,34820,11514,1355
2013,1301,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Shiroor,13621,27969,1021,17.61,1520,26767.2,70,50,3500,34182,12433,1301
2013,1383,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Heroor,12919,30817,954,16.42,1563,25664.46,73,55,4015,38521,13565,1383
2013,1255,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kanajar,13564,30249,918,18.24,1577,28764.48,62,48,2976,41950,12140,1255
2013,1355,0.45,24,34,41,Udupi,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Heroor,12331,28850,822,18.48,1442,26648.16,67,55,3685,46168,12599,1355
2013,1354,0.45,24,34,41,Udupi,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalthur,12960,30200,768,16.68,1541,25703.88,73,52,3796,45165,13826,1354
2014,1288,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,2130,1505910,104868,7070,1065,Abbani,13372,29497,903,15.68,1526,23927.68,71,50,3550,42342,10731,1288
2014,1260,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Achatnahalli,13154,30333,766,18.19,1281,23301.39,62,49,3038,46367,13545,1260
2014,1307,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adikethota,13279,30916,1077,18.16,1398,25387.68,63,52,3276,40124,12179,1307
2014,1253,0.45,24,34,41,Kolar,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agnihalli,12813,28402,937,17.61,1503,26467.83,64,47,3008,36383,12027,1253
2014,1200,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agrahara Somarasanahalli,12790,30553,825,16.42,1276,20951.92,62,47,2914,38905,12439,1200
2014,1353,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ajjapalli,13530,27531,816,18.24,1306,23821.44,56,54,3024,46856,12572,1353
2014,1250,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alahalli,12673,30623,775,18.48,1294,23913.12,60,47,2820,35530,13514,1250
2014,1372,0.45,24,34,41,Kolar,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Allidinne,13257,30508,971,16.68,1295,21600.6,73,51,3723,46054,12560,1372
2014,1215,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,2178,1710165.6,106435,7852,1089,Chiknayakanhalli,12355,28313,1028,15.68,1321,20713.28,69,50,3450,37300,12651,1215
2014,1264,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gubbi,13122,29742,889,18.19,1572,28594.68,69,52,3588,36869,11971,1264
2014,1340,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Koratagere,13834,27789,955,18.16,1217,22100.72,64,47,3008,36865,13134,1340
2014,1205,0.45,24,34,41,Tumkur,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kunigal,12313,30351,1048,17.61,1492,26274.12,57,51,2907,40482,10538,1205
2014,1202,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Madhugiri,13312,31335,1081,16.42,1322,21707.24,60,55,3300,36099,11765,1202
2014,1229,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Pavagada,13964,30762,914,18.24,1205,21979.2,61,51,3111,40504,12598,1229
2014,1253,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Sira,13404,29202,954,18.48,1398,25835.04,75,45,3375,43319,11734,1253
2014,1319,0.45,24,34,41,Tumkur,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Tiptur,14131,30908,983,16.68,1313,21900.84,75,51,3825,36060,13310,1319
2014,1399,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,2148,1673506.8,106212,7791,1074,Abbalagere,12646,27790,924,15.68,1224,19192.32,61,51,3111,45522,12226,1399
2014,1328,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adagadi,14157,29638,990,18.19,1517,27594.23,66,46,3036,33933,11824,1328
2014,1400,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Adina Kottige,12950,31031,1087,18.16,1254,22772.64,68,50,3400,42199,13193,1400
2014,1375,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Agasavalli,12889,30883,965,17.61,1463,25763.43,70,53,3710,39351,10349,1375
2014,1387,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alada Halli,13919,30634,1025,16.42,1418,23283.56,62,49,3038,44900,13456,1387
2014,1242,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Aladevara Hosuru,14064,28974,1068,18.24,1598,29147.52,61,52,3172,40076,12246,1242
2014,1354,0.45,24,34,41,Shivmogga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alkuni,12454,28627,980,18.48,1473,27221.04,55,48,2640,34877,11069,1354
2014,1399,0.45,24,34,41,Shivmogga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ambli Katte,13133,28408,752,16.68,1345,22434.6,58,51,2958,39291,13739,1399
2014,1360,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,2124,1552644,105077,7310,1062,Adavigollarahalli,13241,30562,769,15.68,1339,20995.52,57,54,3078,47269,13142,1360
2014,1234,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Ajjappanahalli,13424,30831,1062,18.19,1487,27048.53,61,46,2806,39812,12338,1234
2014,1230,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alagavadi,13121,31123,1014,18.16,1271,23081.36,73,47,3431,34506,11999,1230
2014,1222,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Alaghatta,12460,28916,751,17.61,1325,23333.25,74,54,3996,34965,12731,1222
2014,1361,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Annehal,12777,29629,758,16.42,1537,25237.54,62,51,3162,41302,12074,1361
2014,1345,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Arasuru,13352,28768,1088,18.24,1388,25317.12,74,55,4070,35749,13194,1345
2014,1344,0.45,24,34,41,Chitradurga,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Attikatte,14043,28885,857,18.48,1229,22711.92,74,49,3626,36998,11719,1344
2014,1334,0.45,24,34,41,Chitradurga,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Avalenahalli,12659,28186,1011,16.68,1582,26387.76,73,52,3796,44377,10824,1334
2014,1274,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,2128,1569187.2,107589,7374,1064,Bullapura,14141,30895,827,15.68,1588,24899.84,59,52,3068,36439,10887,1274
2014,1241,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Chattobanahalli,13464,31412,1080,18.19,1206,21937.14,55,49,2695,35317,11701,1241
2014,1394,0.45,24,34,41,Davangere,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Doddarangavvanahalli,13575,28041,759,18.16,1594,28947.04,64,47,3008,35162,11835,1394
2014,1267,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gollarahatti,12610,30243,918,17.61,1234,21730.74,62,45,2790,47803,10347,1267
2014,1309,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Gonivada,12787,31361,809,16.42,1329,21822.18,59,47,2773,33981,13180,1309
2014,1298,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Hadadi,13959,29944,940,18.24,1565,28545.6,68,55,3740,46512,11793,1298
2014,1223,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Hemmanabethur,13872,28338,997,18.48,1410,26056.8,65,55,3575,43423,10399,1223
2014,1384,0.45,24,34,41,Davangere,6,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Honnamaradi,13181,27595,1044,16.68,1239,20666.52,75,48,3600,37271,12123,1384
2014,1371,0.45,24,34,41,Mysore,6,7,100:160,29,0.45,60-70 cms,Black Gram,2194,1645500,106495,7500,1097,Hemmanahalli,12436,29136,848,15.68,1343,21058.24,61,48,2928,40227,12249,1371
2014,1281,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kadanahalli,13963,30176,1013,18.19,1311,23847.09,68,46,3128,33954,11520,1281
2014,1245,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalalavadi,13427,29077,933,18.16,1249,22681.84,75,49,3675,35042,11599,1245
2014,1300,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kalasthavadi,13839,28148,1047,17.61,1252,22047.72,56,49,2744,39857,11637,1300
2014,1341,0.45,24,34,41,Mysore,7,7,100:160,29,0.45,60-70 cms,Black Gram,,,,,,Kallurunaganahalli,12581,29678,945,16.42,1270,20853.4,65,51,3315,34922,12294,1341
